subject,mag_prec1,risk_diff1,risk_prec1,mag_noise1,risk_noise1,int_mag1,int_diff1,int_risk1,riskav_mag1,riskav_risk1,risk1_prior,risk1_beta,risk1_bias,mag_prec2,risk_diff2,risk_prec2,mag_noise2,risk_noise2,int_mag2,int_diff2,int_risk2,riskav_mag2,riskav_risk2,risk2_prior,risk2_beta,risk2_bias,mag_prec3,risk_diff3,risk_prec3,mag_noise3,risk_noise3,int_mag3,int_diff3,int_risk3,riskav_mag3,riskav_risk3,risk3_prior,risk3_beta,risk3_bias,NF1_L_r,NF1_R_r,NF2_L_r,NF2_R_r,NINS_L_r,NINS_R_r,NPC1_L_r,NPC1_R_r,NPC2_L_r,NPC2_R_r,NPC3_L_r,NPC3_R_r,NTO_L_r,NTO_R_r,NF1_L_c,NF1_R_c,NF2_L_c,NF2_R_c,NINS_L_c,NINS_R_c,NPC1_L_c,NPC1_R_c,NPC2_L_c,NPC2_R_c,NPC3_L_c,NPC3_R_c,NTO_L_c,NTO_R_c,NF1_L_log,NF1_R_log,NF2_L_log,NF2_R_log,NINS_L_log,NINS_R_log,NPC1_L_log,NPC1_R_log,NPC2_L_log,NPC2_R_log,NPC3_L_log,NPC3_R_log,NTO_L_log,NTO_R_log,mag_precTest,risk_coinTest,risk_symbolTest,risk_symcoinTest,symcoin_symPrec,symcoin_Precdiff,symcoin_coinPrec,symcoin_symNoise,symcoin_coinNoise,symcoin_symInt,symcoin_diffint,symcoin_coinInt,symcoin_symprior,symcoin_coinprior,symcoin_symbeta,symcoin_coinbeta,symcoin_symbias,symcoin_coinbias,symcoin_symrnp,symcoin_coinrnp,NPC1_L_sd_run,NPC1_R_sd_run,NPC1_L_r_run,NPC1_R_r_run,NPC1_L_sd_trial,NPC1_R_sd_trial,NPC1_L_r_trial,NPC1_R_r_trial
51,2.60758,0.4068565,3.0144365,0.271173571,0.234573454,0.09168665,1.84425,1.93593665,0.9654494,0.526122219,0.193240774,0.404279854,2.47353409,2.76877,1.22E+00,3.99E+00,0.255386609,1.77E-01,0.155244,2.66E+00,2.81E+00,0.945473269,0.493618069,0.135390313,0.369124199,2.709115258,2.689965,7.11E-01,3.40E+00,0.262868395,2.08E-01,0.12035,2.15E+00,2.27E+00,0.95624573,0.512466365,0.165907026,0.388832817,2.571799385,0.112006183,-0.043848704,-0.176407916,0.072316282,0.166686977,0.225271426,-0.181773352,-0.119918428,0.308484846,-0.158980292,-0.258776819,0.120224624,-0.038938158,0.187581292,28.358763,26.983244,21.233091,19.423344,30.424126,37.326252,18.491383,21.381258,21.006071,21.075804,13.478095,21.33577,32.187355,32.22706,3.3449361,3.295216,3.0555608,2.9664757,3.415236,3.6196969,2.9173048,3.0625148,3.0448115,3.0481257,2.6010659,3.060385,3.4715736,3.4728065,2.62611,4.01E+00,3.074475,3.42E+00,3.461145,1.18E-01,3.5789295,0.204298514,0.19757494,2.202795,2.75E-01,2.48E+00,0.169587738,0.153046631,0.40795552,0.375017583,2.451247628,2.666541638,0.529175396,0.500406906,1.790171034,1.069349748,0.255,0.007,3.060055271,2.967602512,0.254,0.293
52,2.785955,-0.6320565,2.1538985,0.253811272,0.328291598,0.0274732,0.8158425,0.8433157,0.990187141,0.676021826,0.460609716,0.663135305,1.507987877,2.77634,-1.69E+00,1.09E+00,0.254690269,6.51E-01,0.0656275,1.44E+00,1.51E+00,0.976639057,0.249471371,0.311975069,0.186764431,5.354338601,2.747415,-1.53E+00,1.22E+00,0.257371668,5.80E-01,0.0231626,9.13E-01,9.37E-01,0.99160475,0.463748425,0.414268593,0.337819348,2.960162009,-0.023232832,0.23987664,0.184911921,0.10089332,0.235668949,-0.269563707,0.381741758,0.137998624,0.030410414,0.360621892,0.198948625,0.153584884,0.128630016,0.095665524,9.186663,8.449151,12.765586,17.970297,4.232391,41.94625,7.9985194,4.3378043,14.720588,6.213937,18.416548,9.699246,6.8694677,5.908846,2.2177527,2.1340659,2.546753,2.8887203,1.442767,3.7363892,2.0792565,1.4673682,2.6892471,1.8267946,2.9132495,2.2720482,1.9270866,1.7764505,2.911415,1.11E+00,2.16253,1.23E+00,2.177755,-1.28E+00,0.89785,0.324695285,0.787555584,0.863577,4.20E-01,1.28E+00,0.447142795,0.37096395,0.654749317,0.181583151,1.527302089,5.507118897,0.672640272,0.239343974,1.777694945,1.451106757,0.316,0.188,3.363689283,2.746760491,0.022,0.053
53,2.175705,-0.5152655,1.6604395,0.325001221,0.425855191,0.07755625,4.272135,4.34969125,0.964981362,0.072831817,0.141251384,0.099113252,10.08946813,2.172845,-1.74E+00,4.33E-01,0.325429003,1.63E+00,0.0945746,3.39E+00,3.48E+00,0.957407948,0.000323923,0.298108672,0.032365719,30.89688842,2.186385,-1.21E+00,9.79E-01,0.323413663,7.22E-01,0.09263235,3.69E+00,3.78E+00,0.958517161,0.020990878,0.193896888,0.06727026,14.86541005,-0.041169538,0.199528047,0.018137596,0.314162857,0.195330464,0.023806139,-0.014311843,0.145171147,0.198715942,0.139536314,0.393950228,0.163965862,0.132788236,0.357466188,4.0586433,5.737185,2.7272954,2.6223423,6.4508467,22.89686,2.693592,2.4133193,4.165212,4.0571933,3.3836498,2.908766,4.331453,3.7307594,1.4008487,1.7469686,1.0033104,0.96406794,1.8642114,3.1309998,0.99087566,0.88100314,1.4267672,1.4004915,1.2189549,1.067729,1.465903,1.3166118,2.223985,7.56E-01,1.9466,1.24E+00,1.777235,-1.02E+00,0.755465,0.397869039,0.935988803,4.471575,-2.14E-01,4.26E+00,0.134963533,0.205700874,0.103193285,0.046072961,9.690552978,21.7047044,0.080779738,0.003569424,0.842058645,0.717704071,-0.029,0.154,3.129863474,3.235086679,0.055,0.057
54,4.41509,1.006405,5.421495,0.160156822,0.13042653,0.005738175,3.85246,3.858198175,0.998701171,0.490834445,0.098849608,0.364839315,2.740932673,4.15052,-7.80E-01,3.37E+00,0.170365829,2.10E-01,0.00615195,2.74E+00,2.75E+00,0.998518886,0.442569262,0.14336646,0.317907018,3.145573842,4.217115,-1.50E-01,4.07E+00,0.16767548,1.74E-01,0.00519281,3.10E+00,3.10E+00,0.998769392,0.466276646,0.124987626,0.340362074,2.938047671,0.636248145,0.462580202,0.355013733,0.235801069,-0.013766438,0.095432799,0.295754239,0.461676068,0.62523525,0.469645153,0.569403041,0.441889209,0.34348351,0.333296692,2.2894986,4.4576507,3.6403735,14.58626,9.174568,26.410389,13.214477,3.3389645,3.9386258,3.8000445,2.3546422,3.8602507,3.2907462,1.8942581,0.82833284,1.4946219,1.2920862,2.68008,2.2164354,3.2737575,2.581313,1.2056607,1.3708318,1.3350128,0.85638875,1.3507321,1.1911143,0.63882726,4.422475,3.27E+00,5.118475,3.96E+00,4.733635,-1.16E+00,3.575875,0.149379236,0.197743708,3.35659,-4.65E-01,2.89E+00,0.113535083,0.135981527,0.366153823,0.321059839,2.731092611,3.114684178,0.492090055,0.445442004,2.693985776,0.876291635,0.549,0.454,1.044329691,1.109106476,0.436,0.375
55,2.93306,1.054535,3.987595,0.241081594,0.17732663,-0.0375097,2.62868,2.5911703,1.012870713,0.522146128,0.144653953,0.399560168,2.502751974,2.92448,-8.23E-02,2.84E+00,0.241788893,2.49E-01,-0.0450289,1.95E+00,1.90E+00,1.015516381,0.512351938,0.19828716,0.388060247,2.576919454,2.94378,3.37E-01,3.28E+00,0.240203677,2.16E-01,-0.0397927,2.21E+00,2.17E+00,1.013609327,0.516756591,0.173324253,0.391686514,2.553062114,0.378206992,0.323219648,0.563681537,0.069355534,0.481769624,-0.083117181,0.45752826,0.292268782,0.335557815,0.551615138,0.250660256,0.002385696,0.654775572,0.031683789,2.2973032,3.99105,2.9916902,2.5944057,6.7741575,38.618237,2.125906,2.3843255,8.747093,1.7260395,2.323609,1.7533653,5.3561316,4.8275933,0.8317359,1.3840543,1.0958385,0.95335746,1.913115,3.6537247,0.7541981,0.8689163,2.1687214,0.5458295,0.84312165,0.56153697,1.678242,1.5743481,2.89347,2.85E+00,4.04011,3.28E+00,3.866345,-9.48E-01,2.9179185,0.182887658,0.242332602,2.48499,-5.47E-01,1.94E+00,0.15056354,0.194127566,0.403964369,0.390885558,2.47546585,2.558293547,0.525858404,0.514670465,0.816184568,0.730601556,0.463,0.304,2.05290065,2.160723833,0.144,0.077
56,4.244645,1.14339,5.388035,0.166587967,0.131236486,-0.006686335,4.84696,4.840273665,1.001576481,0.407246161,0.083673828,0.289019798,3.459970588,3.97678,-5.38E-01,3.44E+00,0.177808876,2.06E-01,-0.00515931,3.78E+00,3.77E+00,1.001298201,0.334090105,0.114618684,0.236397856,4.230156809,4.08368,4.67E-02,4.13E+00,0.173154307,1.71E-01,-0.004306405,4.14E+00,4.14E+00,1.001055096,0.367292964,0.101184052,0.259331727,3.856065014,0.488477724,0.329990402,0.324374396,-0.078750053,-0.174566594,-0.06494468,0.350795693,0.647473541,0.303962826,0.257940163,0.660744671,0.560073776,0.38315299,0.286267531,4.9882674,4.25149,1.2190177,8.951733,8.621121,36.56993,3.1171587,1.9391445,8.606144,5.154131,1.9880983,1.2839007,4.5110617,3.621649,1.6070887,1.4472696,0.1980454,2.191847,2.154215,3.5992262,1.1369219,0.6622469,2.1524763,1.6397985,0.68717855,0.24990289,1.5065325,1.2869295,4.18151,3.30E+00,5.097765,4.02E+00,4.98706,-1.06E+00,3.931685,0.141788304,0.179848279,4.474395,-1.99E-01,4.28E+00,0.090481999,0.100716998,0.289385905,0.238740332,3.455593321,4.18865129,0.40770926,0.337047922,0.841968369,0.586858123,0.356,0.661,1.554858418,1.091064803,0.379,0.343
57,3.007155,0.332285,3.33944,0.235141448,0.211744119,-0.0525712,2.733205,2.6806338,1.017635744,0.448108648,0.146407089,0.323447097,3.091695705,3.05955,-7.61E-02,2.98E+00,0.231114635,2.37E-01,-0.02888545,2.48E+00,2.45E+00,1.009485785,0.440379303,0.161156209,0.316182387,3.162731517,3.046985,6.86E-02,3.12E+00,0.232067694,2.27E-01,-0.03846185,2.56E+00,2.52E+00,1.012702926,0.445587352,0.156057654,0.320941373,3.115833871,-0.029614736,0.087405156,0.287016215,0.174805811,-0.223617348,-0.274115088,-0.0179695,0.067665073,0.453699655,0.131393531,0.151539417,-0.005068851,0.011153202,0.057671347,9.306901,9.13638,4.588268,3.7718787,10.04779,34.43471,5.833001,8.266457,8.359371,4.182982,3.3019173,7.7106037,17.080883,4.489999,2.2307563,2.2122643,1.5235026,1.3275732,2.3073528,3.5390651,1.7635317,2.112206,2.1233833,1.4310244,1.1945033,2.0425966,2.83796,1.5018524,3.04161,2.98E+00,3.35638,3.12E+00,3.42631,-5.03E-01,2.922864,0.2063756,0.241922574,2.737215,-3.53E-01,2.38E+00,0.143202052,0.165319319,0.32500111,0.318325524,3.076912568,3.141438321,0.449831908,0.442358519,1.553765323,0.734174455,-0.017,0.285,1.856647955,2.444005866,0.045,0.096
58,3.825575,0.6382195,4.4637945,0.184836732,0.158409349,0.1044935,2.01523,2.1197235,0.97305521,0.621965711,0.173984246,0.54675414,1.828975635,3.781365,-1.65E-01,3.62E+00,0.186997759,1.96E-01,0.136978,2.32E+00,2.46E+00,0.96442377,0.506469542,0.153695088,0.380768423,2.626268197,3.770065,-6.84E-02,3.70E+00,0.187558247,1.91E-01,0.1156015,2.03E+00,2.14E+00,0.969802342,0.560571715,0.172474423,0.449164023,2.226358185,0.156557304,0.05623753,0.307525886,0.335804439,0.230486269,-0.122723244,0.3954042,0.424794771,0.284898457,0.570473713,0.545240819,0.168576317,0.393440729,0.159939428,4.496933,4.341397,1.7195622,2.0778909,3.6114469,37.67347,4.4069033,3.994985,3.5480354,8.373095,2.0196848,1.5061967,7.4653172,9.465445,1.5033956,1.4681962,0.54206973,0.7313534,1.2841085,3.628956,1.4831722,1.3850398,1.266394,2.1250236,0.7029415,0.40958777,2.010268,2.2476478,3.8598,3.51E+00,4.323725,3.65E+00,4.43595,-9.35E-01,3.50126,0.159403686,0.201957804,2.10421,2.20E-01,2.32E+00,0.175286776,0.161867199,0.547349422,0.39112993,1.826986491,2.556695162,0.622287012,0.514884098,0.875891471,0.68687273,0.407,0.589,1.452856522,2.110551834,0.162,0.29
59,1.432575,0.1541945,1.5867695,0.493591457,0.445626653,0.1820965,3.12801,3.3101065,0.880635634,0.124174633,0.16801703,0.124462631,8.034540073,1.45278,-7.44E-01,7.09E-01,0.486726677,9.98E-01,0.178517,2.16E+00,2.33E+00,0.88437015,0.03709383,0.292194702,0.078952456,12.66585052,1.453385,-4.66E-01,9.87E-01,0.486524067,7.16E-01,0.180113,2.44E+00,2.62E+00,0.883444721,0.070233412,0.235828731,0.097867341,10.21791321,0.046080776,0.023844285,0.230841604,0.188615874,0.196377904,-0.048572381,0.023652598,0.086743628,0.357936955,0.212869096,-0.061369827,0.240838597,0.056573047,0.396326308,7.0097966,5.8382673,2.9174354,5.6553836,7.931167,23.664705,6.008609,2.3608594,7.3806677,8.49925,7.0142164,4.693803,4.9847054,3.309474,1.9473087,1.7644341,1.0707049,1.732608,2.0708003,3.1639848,1.7931932,0.8590257,1.998864,2.139978,1.947939,1.5462431,1.6063743,1.1967893,1.44103,8.70E-01,1.856445,1.09E+00,1.54455,-7.42E-01,0.8020895,0.457807634,0.881580897,3.182775,-7.61E-01,2.42E+00,0.173823443,0.270422406,0.12599785,0.086001583,7.936643345,11.62769293,0.127371313,0.048850878,1.029060456,0.888327567,0.117,0.126,1.940366389,2.869129397,0.021,0.138
60,4.132395,1.25972,5.392115,0.171113067,0.131137185,-0.0733325,3.373925,3.3005925,1.017904154,0.542203095,0.112549564,0.424164521,2.357575777,3.913775,-5.15E-01,3.40E+00,0.180671291,2.08E-01,-0.04780435,3.41E+00,3.36E+00,1.012289284,0.371874491,0.124154961,0.2626936,3.806716271,3.870915,-4.18E-01,3.45E+00,0.182671741,2.05E-01,-0.0703257,2.85E+00,2.78E+00,1.018333757,0.446477875,0.141322942,0.322146522,3.104177545,0.33323158,0.311014211,0.568771883,0.589463236,0.049289912,0.096985747,0.500412791,0.259244605,0.492840785,0.325006711,0.19467158,0.360929819,0.284220692,0.483729804,2.8426185,2.5868716,8.4139185,3.731401,3.7012427,30.879503,2.3579338,2.000395,3.0726745,3.9926045,16.04138,1.7137419,2.9968758,4.721582,1.0447257,0.9504493,2.1298873,1.3167838,1.3086686,3.4300926,0.8577857,0.6933447,1.1225483,1.3844438,2.7751715,0.53867924,1.0975703,1.5521439,4.035235,3.31E+00,5.15174,3.42E+00,4.992625,-1.49E+00,3.49796,0.141630261,0.202148333,3.09464,3.53E-01,3.45E+00,0.120244373,0.120887363,0.418876421,0.263416721,2.387338962,3.796266221,0.538029296,0.373195693,0.680542089,0.717513976,0.524,0.378,1.765060291,2.011068659,0.381,0.341
61,2.855365,0.5231935,3.3785585,0.247641468,0.209292449,-0.07686535,3.716915,3.64004965,1.02728523,0.340480558,0.117929971,0.240985681,4.14962415,2.816935,-7.38E-01,2.08E+00,0.251019914,3.40E-01,-0.08087005,2.64E+00,2.56E+00,1.029124587,0.292233452,0.17578713,0.210927508,4.740965319,2.8612,-2.49E-01,2.61E+00,0.24713644,2.71E-01,-0.07702215,3.06E+00,2.98E+00,1.02728513,0.319225338,0.146996496,0.227335128,4.398792248,0.413614052,0.240901847,0.419906769,0.294606936,0.278291714,0.12769577,0.053159692,0.408635759,0.285021415,0.392708776,0.150221513,0.200167179,0.504216212,0.451520542,6.3687634,3.4856143,5.523985,7.755062,6.480629,33.579014,8.248585,1.1777843,10.287792,2.6660361,3.724217,5.3401895,3.3671796,3.598309,1.8514054,1.2486444,1.7090995,2.0483458,1.8688176,3.5139012,2.1100416,0.16363499,2.330958,0.9805928,1.3148566,1.6752611,1.2140754,1.280464,2.89444,2.10E+00,3.411935,2.64E+00,3.165155,-9.33E-01,2.2323315,0.223403524,0.316757068,3.381985,-6.78E-01,2.70E+00,0.126571153,0.165462833,0.242991123,0.214370906,4.115376684,4.664812126,0.343521584,0.297851787,2.168263657,0.492450552,0.132,0.49,2.09729107,1.61096446,0.264,0.293
62,2.778185,1.450805,4.22899,0.254521128,0.167204647,0.3130205,1.935945,2.2489655,0.893444678,0.587548015,0.163312621,0.488226071,2.048231464,2.9234,1.74E+00,4.66E+00,0.241878218,1.52E-01,0.323609,1.75E+00,2.07E+00,0.895210756,0.641723528,0.179909164,0.583496386,1.713806673,2.86292,1.55E+00,4.42E+00,0.246987964,1.60E-01,0.325968,1.86E+00,2.18E+00,0.89238415,0.610147025,0.168666791,0.526351212,1.899872132,0.082576465,-0.002911262,0.148745976,0.054353009,0.143408785,0.21002809,0.193178042,0.244508134,0.168948241,0.139467042,-0.01817623,0.011219637,0.106835504,0.248922294,3.7680225,5.149489,4.4953184,2.8168325,7.7440467,33.5214,7.1549225,1.4893167,4.6969724,8.9234,5.199223,2.5110705,10.471165,4.27537,1.3265504,1.6388974,1.5030365,1.0356131,2.0469244,3.5121841,1.9678006,0.39831743,1.5469182,2.188677,1.6485091,0.92070913,2.3486252,1.4528707,2.73722,4.66E+00,4.26314,4.46E+00,4.698095,-7.67E-02,4.62135185,0.150509256,0.153008644,2.473885,-4.79E-01,1.99E+00,0.148437728,0.18799111,0.493070919,0.601519529,2.028105819,1.662456417,0.590626205,0.649445918,1.470575777,0.418020205,0.182,0.245,3.058179771,2.296563388,0.125,0.15
63,2.970945,1.3378,4.308745,0.238007362,0.164109684,0.3326185,3.919345,4.2519635,0.894082579,0.372759514,0.098060806,0.263104555,3.800770386,2.925895,3.59E-02,2.96E+00,0.241671961,2.39E-01,0.318184,2.53E+00,2.85E+00,0.896956799,0.382199181,0.145178329,0.269531385,3.710143069,2.953085,5.24E-01,3.48E+00,0.239446809,2.03E-01,0.3250535,3.04E+00,3.37E+00,0.895769174,0.379790472,0.122945302,0.268365179,3.726265837,-0.15339171,-0.159233174,0.078056944,-0.213259831,0.146770067,-0.027038665,0.270014848,0.265252987,0.057309307,-0.153107714,0.117637151,-0.001037913,0.044808145,0.09658096,32.89211,27.03001,16.575222,21.902422,30.792992,36.82745,15.309337,14.20142,18.017782,18.617071,19.361258,4.51279,29.841387,32.723446,3.4932327,3.2969477,2.807909,3.0865972,3.427287,3.6062434,2.728463,2.653342,2.891359,2.924079,2.963274,1.5069157,3.3958962,3.4880917,2.91167,2.92E+00,4.28799,3.44E+00,3.95014,-7.64E-01,3.1865365,0.17900803,0.221904498,3.88579,-8.08E-01,3.08E+00,0.107192685,0.134561409,0.263936992,0.268852392,3.788783038,3.719513126,0.373921484,0.380707321,1.772863875,0.864978533,0.246,0.255,2.992274864,3.335299618,0.139,0.134
64,2.75669,-0.78779,1.9689,0.25650573,0.359137986,-0.0820031,3.028865,2.9468619,1.030193803,0.223866652,0.16453118,0.173472636,5.764597951,2.86167,-5.38E-01,2.32E+00,0.24709585,3.04E-01,-0.0456298,3.73E+00,3.69E+00,1.016072967,0.204718493,0.134480454,0.16366362,6.110093355,2.81812,-7.20E-01,2.10E+00,0.250914362,3.37E-01,-0.06471415,3.32E+00,3.25E+00,1.023229282,0.21240089,0.151230648,0.16762502,5.965696537,0.100159511,0.033323852,0.128154943,0.157053013,0.236516786,0.311161679,0.385055138,0.392589172,0.186785,0.377089783,-0.13337618,0.216194547,-0.116457998,0.171557796,7.8495383,3.581483,3.9742064,5.184637,6.6330404,37.892483,3.7622056,0.68040675,5.163565,9.533672,2.2145374,6.8557196,5.943133,2.3895814,2.0604546,1.275777,1.3798251,1.6456999,1.8920633,3.6347528,1.3250054,-0.3850645,1.6416273,2.25483,0.7950435,1.9250833,1.7822365,0.87111825,2.88056,2.37E+00,2.02418,2.10E+00,2.331075,-3.24E-01,2.0074,0.303339353,0.352250065,3.34463,9.42E-03,3.35E+00,0.142581449,0.15109136,0.18095695,0.155393096,5.526176254,6.435292327,0.238162625,0.18808863,1.060923974,0.608638885,0.421,0.356,2.021725029,1.828200389,0.19,0.078
